"Séquentiel","SID","Heure de soumission","Heure de complétion","Heure de modification","Brouillon","Adresse IP","UID","Nom d'utilisateur","1 - Vous êtes ? ","Votre statut :","Votre ancienneté dans la profession d'enseignant/chercheur (permanent ou non)","Autre statut :","Ancienneté de nomination sur votre premier poste (MCF, PU ou assimilé)","Obtention de l'HDR","Ancienneté de nomination sur votre poste actuel (MCF, PU ou assimilé)","Type de votre établissement","Autre établissement : ","Ville ","Vous êtes rattaché.e à :","Formation en informatique","Formation à forte composante informatique","Autres formations","Vous êtes membre d'un laboratoire","Au total","En Informatique","Distance en temps pour transiter de votre lieu d'enseignement à celui de la recherche","Commentaires éventuels (sur le formulaire ou sur votre situation personnelle)","Faites vous des heures complémentaires ?","Vous les faîtes majoritairement","cette année","ces cinq dernières années","Si vous avez une décharge d'enseignement, à combien se monte-elle en heures en moyenne par an  ","Combien de mois d'aménagement de temps (CRCT, délégation....) avez-vous obtenus ces dix dernières années","Quantité d'étudiants (TD/TP)","Quantité d'heures d'enseignement","Etat général des locaux et matériels","Equilibre volume CM/TD/TP","Organisation (rythme, doublons, horaires...) des enseignements","Relation avec les étudiants","Equipe pédagogique (relations, nombre...)","Equipe technique  (relations, nombre, support, ...)","Equipe administrative  (relations, nombre, support, ...)","Evaluation de vos enseignements","Charges administratives (volume, complexité...)","Responsabilités pédagogiques (UE, Année...)","Responsabilité de filière","Pensez-vous qu'il soit reconnu intitutionnellement ?","Appréciation personnelle sur l'enseignement","Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de l'enseignement)","Quantité de doctorants/stagiaires/... ces 5 dernières années contribuant à votre recherche","Nbe d'heures de recherche disponibles","Etat général des locaux et matériels","Moyens financiers pérennes","Moyens financiers issus de projets","Equilbre montage de projet/réalisation concrète de projets","Ratio temps montage / taux de succès aux appels nationaux","Ratio temps montage / taux de succès aux appels internationaux","Retio temps montage-discussion / taux de succès aux contrats industriels","Equipe de recherche (relations, nombre...)","Equipe technique (relations, nombre, support, ...)","Equipe administrative  (relations, nombre, support, ...)","Charges administratives (projet, ..)","Animation (séminaire, médiatisation...)","Responsabilités locales (équipes, laboratoire...)","Responsabilités nationales ou internationales","Appréciation personnelle sur la recherche","Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de la recherche)","Avez-vous des charges administratives ?","Resp. administratives","Resp. pédagogiques","Resp. électives (Conseils de composantes, de laboratoire, ...)","Autres","J'apprécie mes charges/activités administratives","J'ai  beaucoup de charges administratives","Je ne les ai pas vraiment ""choisies"" (elles m'ont été imposées / je les ai acceptées parce que personne ne voulait les prendre en charge)","Il y a des charges administratives que j'aurais voulu assurer mais que je n'ai pas pu obtenir","Certains  de mes collègues se défilent trop souvent à accepter ces charges","Mes responsabilités administratives sont bien prises en compte lors de l'évaluation de mon dossier RIPEC","Mes charges/activités administratives influent positivement sur le déroulement de ma carrière","Les moyens financiers pérennes nécessaires à ces activités sont suffisants","Les équipe administratives et/ou techniques nécessaires à ces activités sont suffisantes","J'ai assez d'automie dans ces activités","Quel serait pour vous, la répartition ""idéale"" entre Enseignement/Rech/Adm (donnez votre réponse sous la forme d'un ratio E/R/A - Ex. 45/45/10)","Pensez-vous avoir de bonnes chances d'avoir la RIPEC3 ?","Pensez-vous avoir de bonnes chances de progresser dans votre carrière (changement de grade, de classe... ?","Finalement trouvez vous ce métier encore intéressant ?","Pensez-vous qu'il est attirant pour de jeunes chercheurs ?","Le conseilleriez-vous à un futur docteur en Informatique ?","Pouvez-vous expliquer vos réponses merci ..."
"570","16175162","5/2/2023 18:40","5/2/2023 18:40","5/2/2023 18:40","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 20 ans","","entre 5 et 10 ans","entre 5 et 10 ans","> 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","Toulouse","une UFR avec une composante en informatique",">200",">200",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","","Non","","","","06","0","4","4","4","4","1","5","4","2","2","1","NC","NC","NC","1","J'aime toujours enseigner mais un demi service me suffirait","","5","2","5","4","5","3","4","2","3","5","5","5","3","3","5","NC","J'aime toujours faire de la recherche","","Oui",">15","<5",">15","<5","4","5","0","0","2","NSPP","5","4","5","5","30/60/10","Oui","Je ne suis pas ou plus concerné","5","2","4","Les doctorants nous voit travailler, courir dans tous les sens, en perdre le sens, et la plupart ne sont plus animés par la flamme nécessaire, vu les conditions dégradées.
Sans parler des questions existentielles sur le sens de nos recherches en informatique quand on voit le futur : anxieux du coté du réchauffement climatique, insensé (au sens littéral) face au pouvoir grandissant de la machine (et notamment l'IA), un questionnement légitime de se demander si ils veulent faire partie de ce système... "
"571","16188507","5/3/2023 15:38","5/3/2023 15:38","5/3/2023 15:38","0","0.0.0.0","0","Anonymous","Une femme","Maître de Conférences (avec HDR)","> 20 ans","","> 20 ans","< 5 ans","> 10 ans","Ecole d'Ingénieurs (hors Université)","","Rennes","une Ecole d'ingénieur avec une forte composante en Informatique","101 - 150","101 - 150",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","10","","Oui","Un peu des deux","<50","<50","20","6","2","2","2","4","2","5","3","1","3","5","1","NC","NC","0","J'aime toujours enseigner mais un demi service me suffirait","la fatigue commence à gagner","4","1","3","0","4","1","1","1","1","4","1","1","1","2","4","4","J'aime toujours faire de la recherche","pas assez de temps ","Oui",">15","5 - 8","<5",">15","3","5","4","4","5","4","0","0","0","5","20/20/60","Oui","Oui","5","1","4","pas assez de postes de professeurs, on est bloqués en MCF
métier pas assez valorisé, rémunéré
trop d'heures d'enseignement par rapport aux autres pays européens
manque de moyen humain pour travailler
trop de CDD par rapport aux CDI 
il manque la question des salaires
de l'équité femme-homme -> un gris souci non réglé !
les femmes ont bien trop de charges par rapport aux hommes à cause des quotas, cela est contre productif pour nous les femmes
"
"572","16209112","5/4/2023 18:36","5/4/2023 18:36","5/4/2023 18:36","0","0.0.0.0","0","Anonymous","Une femme","Professeur des Universités","> 20 ans","","> 20 ans","> 10 ans","> 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","Rennes","une UFR avec une forte composante en informatique",">200",">200","101 - 150","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","20","","Oui","Un peu des deux","<50","bcp plus !","0","0","2","3","4","NSPP","2","5","5","5","3","NSPP","2","3","NC","3","J'aime toujours enseigner mais un demi service me suffirait","","4","3","2","1","1","1","","2","3","4","5","5","3","4","5","3","J'aime toujours faire de la recherche","","Oui","5 - 8","5 - 8","<5","","1","3","2","0","2","NSPP","NSPP","NSPP","3","3","40/60/10","Oui","Oui","4","3","3",""
"573","16370466","5/16/2023 9:09","5/16/2023 9:09","5/16/2023 9:09","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 20 ans","","> 10 ans","> 10 ans","entre 5 et 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","Nice","une UFR avec une composante en informatique",">200","","","majoritairement informatique (rattaché INS2I ou INSIS)","201 - 300","201 - 300","60","","Oui","Un peu des deux","51 - 80","51 - 80","0","0","2","2","1","NSPP","NSPP","4","2","0","0","2","2","2","NSPP","1","J'aime toujours enseigner","","4","1","4","4","3","2","2","2","1","2","3","4","NSPP","NSPP","4","NSPP","J'aime toujours faire de la recherche mais j'ai reduit pour des raisons personnelles","","Oui",">15","5 - 8","<5","<5","3","3","3","NSPP","NSPP","NC","NSPP","NSPP","3","NSPP","45/45/10","Je ne suis pas ou plus concerné","Oui","3","1","3",""
"574","16370791","5/16/2023 9:23","5/16/2023 9:23","5/16/2023 9:23","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 20 ans","","> 20 ans","> 10 ans","entre 5 et 10 ans","IUT","","","un autre département d'IUT","","151 - 200","","majoritairement informatique (rattaché INS2I ou INSIS)","<50","<50","0","","Non","","","","96","0","3","5","5","4","4","5","2","0","4","NSPP","0","1","1","3","J'aime toujours enseigner mais un demi service me suffirait","","4","4","5","3","5","NSPP","NSPP","NSPP","1","4","2","4","0","2","4","NSPP","J'aime toujours faire de la recherche","","Oui","9 - 15","5 - 8","<5","","3","5","NSPP","0","NSPP","4","4","1","1","4","20/20/60","Je ne suis pas ou plus concerné","Oui","5","1","3",""
"575","16371097","5/16/2023 9:33","5/16/2023 9:33","5/16/2023 9:33","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 10 ans","","> 10 ans","< 5 ans","< 5 ans","IUT","","Lens","un département d'informatique d'IUT","101 - 150","","","majoritairement informatique (rattaché INS2I ou INSIS)","50 - 100","50 - 100","0","","Oui","Par nécessité de service","<50","<50","0","0","4","2","2","3","3","5","5","5","5","4","4","5","NC","2","J'aime toujours enseigner","","3","2","5","5","5","4","3","NC","5","NC","5","5","3","3","NC","NC","J'aime toujours faire de la recherche","","Oui","<5","<5","<5","","3","0","3","4","NSPP","3","2","2","4","4","30/60/10","Je n'en ai aucune idée","Oui","4","3","5",""
"576","16372079","5/16/2023 10:09","5/16/2023 10:09","5/16/2023 10:09","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 10 ans","","> 10 ans","entre 5 et 10 ans","entre 5 et 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","Montpelllier","une autre Ecole d'ingénieur",">200","",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300","201 - 300","15","","Oui","Par nécessité de service","<50","<50","12","0","5","4","5","4","2","5","5","5","5","5","2","NC","3","5","J'aime toujours enseigner mais un demi service me suffirait","","3","1","4","1","1","0","0","0","NC","5","2","4","3","5","4","NC","J'aime toujours faire de la recherche","","Oui",">15","9 - 15","<5","<5","5","5","3","0","0","5","5","3","3","5","30/40/30","Oui","Oui","5","3","5",""
"577","16372159","5/16/2023 10:12","5/16/2023 10:12","5/16/2023 10:12","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 20 ans","","> 20 ans","> 10 ans","> 20 ans","Université (y compris Ecole d'ingénieur d'Université)","","Montpellier","une UFR avec une composante en informatique",">200","","","majoritairement informatique (rattaché INS2I ou INSIS)","","101 - 200","10","","Oui","Par nécessité de service","<50","<50","0","0","2","2","4","4","4","4","4","1","2","3","5","5","5","3","J'aime toujours enseigner mais un demi service me suffirait","","4","1","4","2","3","1","1","1","1","4","4","4","1","4","3","NC","J'aime toujours faire de la recherche","","Oui","9 - 15","9 - 15","9 - 15","","1","4","5","0","4","NSPP","NSPP","1","4","2","45/47/8","Je n'en ai aucune idée","Je ne suis pas ou plus concerné","5","2","3","Le métier a évolué avec le temps où de plus en plus de charges administratives sont à réaliser. Dans notre université l'année dernière le nombre d'administratifs a dépassé le nombre d'enseignant chercheur. Malheureusement, alors que cela aurait dû nous aider, il a amplifié notre charge administrative car tous les services nous demandent de tout justifier, remplir, ... perdre beaucoup de temps. Le temps passé pour l'obtention de financement a aussi dégénéré au cours des années. Nous passons de plus en plus de temps à répondre à des appels d'offre avec des chances souvent aléatoires. En outre la ""mode"" des 1/2 bourses de thèses est très difficile à gérer et très chronophage. Sinon pour terminer sur une note positive : c'est vrai que c'est un beau métier !"
"578","16372777","5/16/2023 10:33","5/16/2023 10:33","5/16/2023 10:33","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","> 20 ans","","> 20 ans","Sans","> 20 ans","Université (y compris Ecole d'ingénieur d'Université)","","montpellier","une UFR avec une forte composante en informatique",">200","","","majoritairement informatique (rattaché INS2I ou INSIS)",">300","201 - 300","20","","Oui","Un peu des deux","<50","<50","0","0","3","2","3","3","0","3","0","0","3","0","2","NC","NC","1","J'aime toujours enseigner","","2","2","5","3","4","2","4","NC","2","4","4","4","NC","NC","NC","NC","J'aime toujours faire de la recherche","","Oui","","5 - 8","","","2","1","NC","0","3","4","4","3","1","4","30/70/0","Je ne suis pas ou plus concerné","Je ne suis pas ou plus concerné","3","1","2",""
"579","16373541","5/16/2023 11:01","5/16/2023 11:01","5/16/2023 11:01","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","< 5 ans","","< 5 ans","Sans","< 5 ans","IUT","","Montpellier","un département d'informatique d'IUT","101 - 150","","","pluridiciplinaire avec une forte composante informatique",">300","101 - 200","90","","De façon très exceptionnelle","","","","0","0","3","4","2","3","3","4","5","5","5","3","3","NC","NC","3","S'il y a un moyen de ne plus en enseigner, ça m'intéresse","","3","3","3","1","2","3","NC","NC","NC","2","NC","4","3","3","3","NC","J'aime toujours faire de la recherche","","Non","<5","9 - 15","<5","9 - 15","3","3","3","2","2","3","4","1","4","4","10/85/5","Non","Non","3","2","1",""
"580","16373660","5/16/2023 11:06","5/16/2023 11:06","5/16/2023 11:06","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 10 ans","","> 10 ans","> 10 ans","entre 5 et 10 ans","IUT","","Béziers","un autre département d'IUT","","151 - 200",">200","pluridiciplinaire avec une forte composante informatique",">300","201 - 300","90","","Oui","Par nécessité de service","<50","bcp plus !","128","0","4","1","5","4","4","4","4","2","4","NC","5","5","5","4","J'aime toujours enseigner","","4","1","4","2","4","3","2","NSPP","3","5","4","4","NSPP","3","NC","NC","J'aime toujours faire de la recherche","","Oui",">15","<5",">15","<5","4","5","4","NC","4","4","5","3","5","4","45/45/10","Je n'en ai aucune idée","Oui","5","2","2","Trop de charges administratives et souvent trop d'heures complémentaires"
"581","16373827","5/16/2023 11:12","5/16/2023 11:12","5/16/2023 11:12","0","0.0.0.0","0","Anonymous","Une femme","Professeur des Universités","> 20 ans","","> 20 ans","> 20 ans","> 20 ans","Université (y compris Ecole d'ingénieur d'Université)","","","Autre","50 - 100","<50","<50","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","15","","De façon très exceptionnelle","","","","0","1","4","1","2","5","5","3","3","3","3","3","0","1","1","4","J'aime toujours enseigner mais un demi service me suffirait","","4","1","3","0","5","3","1","1","5","1","2","2","0","3","4","3","J'aime toujours faire de la recherche","","Oui",">15","<5","<5",">15","2","5","3","0","0","NSPP","NSPP","0","0","1","10/80/10","Je n'en ai aucune idée","Je ne suis pas ou plus concerné","5","5","5","autonomie de sujets de recherche
financements dans différents cadres
 "
"582","16373981","5/16/2023 11:18","5/16/2023 11:18","5/16/2023 11:18","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","> 20 ans","","> 20 ans","Sans","> 20 ans","Université (y compris Ecole d'ingénieur d'Université)","","REIMS","un département d'informatique d'IUT","151 - 200","","","pluridiciplinaire avec une forte composante informatique","101 - 200","<50","0","","Oui","Un peu des deux","51 - 80","<50","0","6 mois CRCT","4","4","4","4","4","3","3","1","4","3","3","3","3","3","J'aime toujours enseigner mais un demi service me suffirait","Je suis en fin de carrière et mon investissement en pédagogie est moindre.","3","3","3","2","4","2","2","1","1","2","0","2","1","3","3","4","J'aime toujours faire de la recherche","Il a fallu faire un choix de répartition entre implication en recherche et implication en pédagogie","Non","<5","5 - 8","<5","5 - 8","3","NC","NC","0","5","NSPP","0","2","0","3","30/60/10","Je n'en ai aucune idée","Je ne suis pas ou plus concerné","4","2","2","Le métier est intéressant. Toutefois, il y a de nos jours de nombreux soucis.
   - les conditions pour obtenir un poste d'enseignant/chercheur actuellement sont telles que c'est un chemin bien perilleux.
   - le déclassement des laboratoires et de leurs chercheurs pose question
   - l'évolution des modalités d'enseignement me font me demander si cette activité aura encore un sens pour des chercheurs dans quelques années
"
"583","16373993","5/16/2023 11:19","5/16/2023 11:19","5/16/2023 11:19","0","0.0.0.0","0","Anonymous","Une femme","Professeur des Universités","> 20 ans","","> 20 ans","> 20 ans","> 20 ans","Université (y compris Ecole d'ingénieur d'Université)","","PARIS","Autre","","50 - 100","","majoritairement informatique (rattaché INS2I ou INSIS)","","","0","Je suis professeur émérite","Non","","","","0","0","NC","","","","","","","","","","","","","0","J'aime toujours enseigner","L'enseignement à distance de ces dernières années (COVID) a été extrêmement perturbateur.","2","2","2","2","2","2","2","1","3","2","2","5","1","3","","","J'aime toujours faire de la recherche","","Oui","9 - 15","9 - 15","<5","5 - 8","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","30/30/40","Je ne suis pas ou plus concerné","Je ne suis pas ou plus concerné","","","3","le métier devient très difficile, les publications sont les seules  points  reconnues dans un dossier ! "
"584","16374111","5/16/2023 11:23","5/16/2023 11:23","5/16/2023 11:23","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 10 ans","","> 10 ans","entre 5 et 10 ans","< 5 ans","IUT","","Valence","un autre département d'IUT","101 - 150","101 - 150","","pluridiciplinaire avec une forte composante informatique","50 - 100","<50","5","","Oui","Par nécessité de service","81 - 120","81 - 120","46","0","5","3","5","5","2","5","1","5","4","4","2","1","5","1","J'aime toujours enseigner mais un demi service me suffirait","","5","1","5","1","5","4","4","1","4","5","2","3","2","4","3","4","J'aime toujours faire de la recherche mais j'ai reduit pour des raisons personnelles","","Oui","9 - 15","5 - 8","<5","","4","5","3","0","2","NSPP","4","2","3","5","45/45/10","Oui","Oui","5","1","4","En vrac :
- Je me suis toujours beaucoup investi et je pense avoir eu la reconnaissance afférente. Cependant quand je me retourne sur ma carrière, je pense que cet investissement a pris un part trop importante de ma vie.
- Equipe pédagogique (bcp) trop réduite : impression que comme pour l'hôpital on compte sur  l'empathie et l'abnégation des collègues. 
- Le métier est super passionnant mais la reconnaissance financière me parait très en deçà de ce qui se pratiquerait dans le privé. Je me demande sur ma carrière quel a été mon tarif horaire moyen.
 "
"585","16374158","5/16/2023 11:25","5/16/2023 11:25","5/16/2023 11:25","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","> 20 ans","","> 20 ans","> 20 ans","> 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","Tours","une UFR avec une composante en informatique","151 - 200","","","majoritairement informatique (rattaché INS2I ou INSIS)","<50","<50","0","","De façon très exceptionnelle","","","","20","0","3","3","3","5","5","5","5","3","3","3","1","1","NC","0","J'aime toujours enseigner","Perte de sens dans mon travail : responsable de L1 informatique, j'accueille chaque année 2/3 d'étudiants qui savent qu'ils n'ont pas les compétences pour réussir chez moi, mais la licence est considérée par l'ensemble de la société comme la solution pour masquer la misère du monde. J'accueille des étudiants dont la place serait en BTS ou en IUT, qui rêveraient d'y aller, et qui vont rester en échec 2,3, 4 ans en L1 avant de renoncer à tout espoir d'études professionnelles.","3","1","2","1","4","4","4","NC","3","4","4","4","2","3","3","NC","J'aime toujours faire de la recherche mais j'ai reduit pour des raisons personnelles","Je ne partage pas le modèle d'évaluation et de valorisation de la recherche que la communauté scientifique s'est imposée à elle même. L'avènement du deep learning change par ailleurs une forte partie de ma communauté de recherche en ingénieur prenant des outils sur l'étagère.

Je n'ai pas réduit mon activité purement scientifique, mais celle d'environnement de la recherche, oui. ","Oui","5 - 8","9 - 15","<5","<5","1","4","2","0","0","NC","NC","1","1","5","40/40/20","Je ne suis pas ou plus concerné","Je ne suis pas ou plus concerné","3","1","1","* je ne participe pas à la demande de RIPEC, étant opposé au lean management
"
"586","16374187","5/16/2023 11:26","5/16/2023 11:26","5/16/2023 11:26","0","0.0.0.0","0","Anonymous","Une femme","Maître de Conférences (sans HDR)","> 20 ans","","> 20 ans","Sans","> 20 ans","IUT","","TOULOUSE","un département d'informatique d'IUT","151 - 200","","","majoritairement informatique (rattaché INS2I ou INSIS)","201 - 300","201 - 300","30","","Oui","Par nécessité de service","121 - 150","121 - 150","0","0","4","1","5","3","3","5","1","2","2","3","1","2","2","2","J'aime toujours enseigner","","NC","1","4","2","2","2","2","2","2","4","4","3","1","3","3","3","J'ai arrêté et pense ne plus recommencer","","Oui",">15",">15","<5","","3","3","5","0","5","3","1","1","1","4","40/40/20","Non","Non","4","1","1","Faire de la recherche et de l'enseignement dans un contexte où le gouvernement ne soutient pas nos missions de service public et inenvisageable ..."
"587","16374299","5/16/2023 11:30","5/16/2023 11:30","5/16/2023 11:30","0","0.0.0.0","0","Anonymous","Une femme","Maître de Conférences (sans HDR)","> 20 ans","","> 10 ans","Sans","> 10 ans","IUT","","Toulouse","un autre département d'IUT","<50","",">200","majoritairement informatique (rattaché INS2I ou INSIS)","",">300","20","","Oui","Par nécessité de service","121 - 150","121 - 150","0","0","4","0","2","1","0","5","4","3","3","3","1","0","NC","0","J'aime toujours enseigner mais un demi service me suffirait","","3","2","1","0","0","0","NC","1","1","1","2","3","NC","2","NC","NC","S'il y a un moyen de ne plus en faire sans pénaliser ma carrière, ça m'intéresse","","Oui","","<5","<5","","1","1","5","2","NSPP","0","0","NC","2","2","30/60/10","Non","Non","2","1","3",""
"588","16374446","5/16/2023 11:36","5/16/2023 11:36","5/16/2023 11:36","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (avec HDR)","entre 5 et 10 ans","","entre 5 et 10 ans","< 5 ans","entre 5 et 10 ans","Université (y compris Ecole d'ingénieur d'Université)","","Montpellier","une UFR avec une composante en informatique","","<50",">200","majoritairement informatique (rattaché INS2I ou INSIS)","101 - 200","101 - 200","30","","Oui","Par nécessité de service","121 - 150","121 - 150","30","2","3","0","3","3","1","2","4","3","4","3","0","2","2","NSPP","J'aime toujours enseigner mais un demi service me suffirait","","3","0","4","0","3","1","0","0","3","5","5","5","1","3","3","NC","J'aime toujours faire de la recherche","","Oui","<5","5 - 8","5 - 8","<5","2","4","3","0","0","NSPP","3","NSPP","1","3","40/40/20","Je n'en ai aucune idée","Non","3","2","2",""
